"","gta.series","gta.number"
"1700090","Z","347805"
"1700091","E","682228"
"1700092","K","426666"
"1700093","J","213375"
"1700094","Z","758730"
"1700095","J","015158"
"1700096","E","236330"
"1700097","E","540880"
"1700098","Z","173609"
"1700099","K","527408"
"1700100","E","978633"
"1700101","E","012711"
"1700102","J","847457"
"1700103","J","786368"
"1700104","J","525569"
"1700105","J","891242"
"1700106","K","335696"
"1700107","Z","887905"
"1700108","Z","599713"
"1700109","J","628306"
"1700110","E","117673"
"1700111","Z","680412"
"1700112","Z","408759"
"1700113","Z","728995"
"1700114","K","466596"
"1700115","Z","212884"
"1700116","E","495927"
"1700117","K","792459"
"1700118","K","760484"
"1700119","Z","656509"
"1700120","E","839420"
"1700121","K","828670"
"1700122","J","190592"
"1700123","Z","175428"
"1700124","K","322874"
"1700125","E","569141"
"1700126","E","905519"
"1700127","E","851098"
"1700128","J","896679"
"1700129","E","397471"
"1700130","K","662141"
"1700131","E","634049"
"1700132","Z","554002"
"1700133","K","569892"
"1700134","J","817512"
"1700135","E","729191"
"1700136","E","598202"
"1700137","J","825965"
"1700138","K","013234"
"1700139","K","028896"
"1700140","E","295005"
"1700141","Z","133202"
"1700142","J","685799"
"1700143","Z","003596"
"1700144","K","375920"
"1700145","Z","842951"
"1700146","E","542453"
"1700147","K","374151"
"1700148","E","371828"
"1700149","E","056149"
"1700150","J","313586"
"1700151","Z","315623"
"1700152","J","874173"
"1700153","J","557864"
"1700154","K","569288"
"1700155","Z","152390"
"1700156","Z","643174"
"1700157","Z","886060"
"1700158","E","943575"
"1700159","K","736718"
"1700160","E","477963"
"1700161","K","016131"
"1700162","J","264117"
"1700163","J","562448"
"1700164","Z","476652"
"1700165","E","866148"
"1700166","J","774294"
"1700167","Z","387074"
"1700168","J","752328"
"1700169","K","730187"
"1700170","Z","982759"
"1700171","E","031822"
"1700172","J","610433"
"1700173","E","697433"
"1700174","Z","108709"
"1700175","K","149635"
"1700176","J","099534"
"1700177","J","908672"
"1700178","Z","413820"
"1700179","J","418653"
"1700180","J","290025"
"1700181","Z","679674"
"1700182","J","837318"
"1700183","E","088651"
"1700184","J","981848"
"1700185","E","171577"
"1700186","E","064230"
"1700187","E","670470"
"1700188","K","336582"
"1700189","J","871130"
"1700190","E","503737"
"1700191","K","154082"
"1700192","Z","256053"
"1700193","Z","509992"
"1700194","E","096470"
"1700195","J","967276"
"1700196","K","399016"
"1700197","Z","581309"
"1700198","E","562751"
"1700199","E","088473"
"1700200","K","495467"
"1700201","Z","801624"
"1700202","J","208395"
"1700203","Z","257460"
"1700204","E","609438"
"1700205","J","695184"
"1700206","K","393050"
"1700207","E","284903"
"1700208","E","957842"
"1700209","K","881750"
"1700210","K","139716"
"1700211","Z","501990"
"1700212","J","411935"
"1700213","K","298556"
"1700214","E","715891"
"1700215","E","872179"
"1700216","E","731998"
"1700217","K","135221"
"1700218","E","297053"
"1700219","E","585598"
"1700220","J","050394"
"1700221","K","539878"
"1700222","Z","933289"
"1700223","J","492978"
"1700224","J","928445"
"1700225","Z","855263"
"1700226","E","827116"
"1700227","E","978223"
"1700228","Z","342403"
"1700229","E","966568"
"1700230","J","015628"
"1700231","E","461943"
"1700232","J","578529"
"1700233","Z","231494"
"1700234","K","614590"
"1700235","E","015663"
"1700236","J","181860"
"1700237","E","376682"
"1700238","E","155308"
"1700239","E","964058"
"1700240","E","642632"
"1700241","Z","974228"
"1700242","E","149813"
"1700243","E","950497"
"1700244","J","552938"
"1700245","E","128937"
"1700246","J","700715"
"1700247","E","178841"
"1700248","Z","330298"
"1700249","K","669426"
"1700250","Z","419441"
"1700251","K","772938"
"1700252","J","237916"
"1700253","K","929505"
"1700254","E","348630"
"1700255","Z","360114"
"1700256","Z","272431"
"1700257","K","803295"
"1700258","E","609143"
"1700259","K","821607"
"1700260","J","486197"
"1700261","Z","601638"
"1700262","J","555761"
"1700263","E","101766"
"1700264","Z","010762"
"1700265","J","873725"
"1700266","E","845123"
"1700267","J","256117"
"1700268","J","970893"
"1700269","E","566359"
"1700270","J","105865"
"1700271","E","469941"
"1700272","K","957306"
"1700273","K","401021"
"1700274","K","181048"
"1700275","K","016165"
"1700276","E","778652"
"1700277","K","540208"
"1700278","J","673458"
"1700279","K","898353"
"1700280","J","867484"
"1700281","Z","508282"
"1700282","J","447763"
"1700283","E","661974"
"1700284","K","072386"
"1700285","E","569447"
"1700286","J","764383"
"1700287","J","491084"
"1700288","Z","985267"
"1700289","E","197882"
"1700290","K","390769"
"1700291","K","561597"
"1700292","J","475613"
"1700293","J","025466"
"1700294","Z","771989"
"1700295","J","379408"
"1700296","J","127283"
"1700297","Z","324417"
"1700298","K","784729"
"1700299","Z","041568"
"1700300","J","828787"
"1700301","J","978589"
"1700302","J","196592"
"1700303","J","904940"
"1700304","J","968175"
"1700305","J","970060"
"1700306","J","000259"
"1700307","J","925714"
"1700308","Z","025423"
"1700309","K","111182"
"1700310","J","260405"
"1700311","E","645906"
"1700312","J","784190"
"1700313","K","132642"
"1700314","K","288055"
"1700315","Z","118173"
"1700316","E","111352"
"1700317","K","786574"
"1700318","E","400617"
"1700319","Z","385533"
"1700320","K","368362"
"1700321","Z","404896"
"1700322","Z","095076"
"1700323","J","112323"
"1700324","Z","572140"
"1700325","K","264893"
"1700326","Z","413074"
"1700327","K","690874"
"1700328","K","944998"
"1700329","K","959851"
"1700330","Z","140674"
"1700331","E","473740"
"1700332","K","500603"
"1700333","Z","001151"
"1700334","J","263234"
"1700335","E","998830"
"1700336","E","886354"
"1700337","J","526302"
"1700338","J","863851"
"1700339","Z","387911"
"1700340","E","807330"
"1700341","Z","081247"
"1700342","Z","733612"
"1700343","E","848408"
"1700344","J","626369"
"1700345","E","320869"
"1700346","K","574684"
"1700347","K","584022"
"1700348","Z","116034"
"1700349","J","468501"
"1700350","E","093975"
"1700351","E","568701"
"1700352","E","299999"
"1700353","J","249353"
"1700354","J","971233"
"1700355","Z","553392"
"1700356","Z","690096"
"1700357","K","468932"
"1700358","J","870129"
"1700359","J","748194"
"1700360","J","309400"
"1700361","E","151001"
"1700362","K","297000"
"1700363","Z","224123"
"1700364","J","559022"
"1700365","E","440423"
"1700366","K","374831"
"1700367","E","732700"
"1700368","E","251722"
"1700369","J","035181"
"1700370","Z","939740"
"1700371","J","163143"
"1700372","J","736233"
"1700373","E","168598"
"1700374","K","665723"
"1700375","Z","752954"
"1700376","E","282479"
"1700377","K","713634"
"1700378","K","808285"
"1700379","E","497838"
"1700380","K","767466"
"1700381","J","093024"
"1700382","E","342572"
"1700383","Z","519462"
"1700384","E","135011"
"1700385","Z","368956"
"1700386","J","174344"
"1700387","E","845572"
"1700388","Z","881837"
"1700389","E","882889"
"1700390","J","611614"
"1700391","E","428457"
"1700392","J","012463"
"1700393","J","151134"
"1700394","E","020416"
"1700395","Z","639283"
"1700396","Z","975556"
"1700397","K","243391"
"1700398","E","463128"
"1700399","J","564681"
"1700400","Z","000915"
"1700401","Z","755688"
"1700402","Z","116217"
"1700403","Z","082201"
"1700404","K","226401"
"1700405","E","420794"
"1700406","Z","784283"
"1700407","J","864219"
"1700408","Z","938504"
"1700409","E","252823"
"1700410","J","174542"
"1700411","K","315765"
"1700412","J","504730"
"1700413","J","550936"
"1700414","J","783065"
"1700415","E","943856"
"1700416","J","611455"
"1700417","E","143070"
"1700418","K","197349"
"1700419","E","546430"
"1700420","Z","470761"
"1700421","J","607204"
"1700422","Z","744785"
"1700423","K","607779"
"1700424","E","301415"
"1700425","E","050685"
"1700426","K","355476"
"1700427","Z","772811"
"1700428","K","626211"
"1700429","J","350746"
"1700430","Z","929039"
"1700431","E","811896"
"1700432","Z","250378"
"1700433","E","521857"
"1700434","K","168576"
"1700435","E","843909"
"1700436","Z","332518"
"1700437","J","833183"
"1700438","E","165461"
"1700439","E","544235"
"1700440","E","140477"
"1700441","J","604780"
"1700442","J","399897"
"1700443","E","941337"
"1700444","K","263952"
"1700445","J","208408"
"1700446","K","765822"
"1700447","J","944048"
"1700448","Z","083369"
"1700449","E","654848"
"1700450","K","463626"
"1700451","Z","801244"
"1700452","K","388769"
"1700453","E","126052"
"1700454","K","879943"
"1700455","J","797429"
"1700456","E","848420"
"1700457","Z","972048"
"1700458","J","689059"
"1700459","K","735908"
"1700460","K","721773"
"1700461","E","365900"
"1700462","K","969484"
"1700463","J","624859"
"1700464","J","021956"
"1700465","E","231256"
"1700466","J","719598"
"1700467","K","421140"
"1700468","Z","966530"
"1700469","Z","906909"
"1700470","K","780674"
"1700471","K","966339"
"1700472","Z","246203"
"1700473","J","157401"
"1700474","E","631461"
"1700475","J","340287"
"1700476","Z","910495"
"1700477","K","190950"
"1700478","K","874546"
"1700479","E","924593"
"1700480","Z","893530"
"1700481","J","755838"
"1700482","J","776055"
"1700483","E","318457"
"1700484","K","892636"
"1700485","J","999725"
"1700486","E","980786"
"1700487","K","218675"
"1700488","E","586588"
"1700489","Z","514399"
"1700490","Z","568421"
"1700491","Z","169825"
"1700492","Z","169803"
"1700493","K","829551"
"1700494","J","590230"
"1700495","Z","366519"
"1700496","J","191720"
"1700497","K","398926"
"1700498","K","765044"
"1700499","K","995078"
"1700500","J","536573"
"1700501","E","445228"
"1700502","J","669639"
"1700503","E","260466"
"1700504","Z","757175"
"1700505","Z","144034"
"1700506","J","000418"
"1700507","E","770865"
"1700508","K","023370"
"1700509","K","101390"
"1700510","Z","126540"
"1700511","E","514784"
"1700512","Z","485701"
"1700513","J","374297"
"1700514","Z","654315"
"1700515","E","690941"
"1700516","J","287256"
"1700517","Z","050763"
"1700518","E","464233"
"1700519","Z","033510"
"1700520","K","481281"
"1700521","K","921371"
"1700522","E","225203"
"1700523","K","222258"
"1700524","K","943966"
"1700525","J","514066"
"1700526","Z","767259"
"1700527","K","526228"
"1700528","K","018922"
"1700529","E","399824"
"1700530","K","943466"
"1700531","E","661566"
"1700532","J","890958"
"1700533","J","564117"
"1700534","K","745953"
"1700535","E","085813"
"1700536","Z","927293"
"1700537","Z","618255"
"1700538","K","630217"
"1700539","K","933001"
"1700540","E","838809"
"1700541","E","903211"
"1700542","Z","628858"
"1700543","E","411864"
"1700544","K","616631"
"1700545","J","997269"
"1700546","J","510872"
"1700547","E","996721"
"1700548","E","885372"
"1700549","E","044012"
"1700550","Z","328488"
"1700551","K","690975"
"1700552","J","861456"
"1700553","E","664234"
"1700554","K","161009"
"1700555","K","775140"
"1700556","K","446745"
"1700557","K","763532"
"1700558","E","062200"
"1700559","Z","859160"
"1700560","E","234086"
"1700561","Z","489589"
"1700562","E","332881"
"1700563","J","453763"
"1700564","E","082444"
"1700565","K","741001"
"1700566","Z","991471"
"1700567","K","300832"
"1700568","Z","968708"
"1700569","K","997638"
"1700570","K","831831"
"1700571","E","596926"
"1700572","J","704528"
"1700573","E","276231"
"1700574","J","444925"
"1700575","K","014224"
"1700576","E","426078"
"1700577","K","906108"
"1700578","Z","940351"
"1700579","K","893255"
"1700580","K","483998"
"1700581","J","569828"
"1700582","K","086838"
"1700583","E","073390"
"1700584","E","648356"
"1700585","Z","869078"
"1700586","Z","901981"
"1700587","E","386248"
"1700588","E","409738"
"1700589","J","250957"
"1700590","K","927690"
"1700591","Z","722536"
"1700592","J","623635"
"1700593","Z","855881"
"1700594","K","261673"
"1700595","K","771754"
"1700596","E","176395"
"1700597","J","928374"
"1700598","K","804144"
"1700599","Z","616464"
"1700600","Z","274007"
"1700601","K","838997"
"1700602","K","880659"
"1700603","E","798415"
"1700604","J","619879"
"1700605","E","661143"
"1700606","J","719697"
"1700607","J","195343"
"1700608","E","944887"
"1700609","E","110019"
"1700610","J","052445"
"1700611","J","081875"
"1700612","K","151632"
"1700613","K","094992"
"1700614","Z","796029"
"1700615","Z","232300"
"1700616","E","532451"
"1700617","Z","638699"
"1700618","Z","977302"
"1700619","E","058584"
"1700620","Z","578763"
"1700621","J","363616"
"1700622","J","922645"
"1700623","E","571203"
"1700624","Z","470708"
"1700625","E","889868"
"1700626","K","953708"
"1700627","K","500232"
"1700628","J","081696"
"1700629","J","973966"
"1700630","K","311555"
"1700631","K","778544"
"1700632","K","351888"
"1700633","Z","510066"
"1700634","Z","894873"
"1700635","E","338635"
"1700636","K","825676"
"1700637","K","265203"
"1700638","J","671021"
"1700639","E","702476"
"1700640","Z","663775"
"1700641","K","766624"
"1700642","Z","093772"
"1700643","J","726404"
"1700644","J","756612"
"1700645","Z","302851"
"1700646","Z","694287"
"1700647","J","844707"
"1700648","E","569220"
"1700649","E","518831"
"1700650","E","890375"
"1700651","E","553347"
"1700652","K","463431"
"1700653","E","451977"
"1700654","E","326192"
"1700655","J","118630"
"1700656","J","141494"
"1700657","J","374217"
"1700658","J","195485"
"1700659","Z","401670"
"1700660","Z","397067"
"1700661","K","859089"
"1700662","J","495513"
"1700663","K","621753"
"1700664","K","142551"
"1700665","J","890617"
"1700666","Z","655613"
"1700667","K","185141"
"1700668","K","180115"
"1700669","E","039360"
"1700670","Z","895325"
"1700671","Z","296084"
"1700672","E","879565"
"1700673","K","953887"
"1700674","E","837728"
"1700675","K","409818"
"1700676","J","304641"
"1700677","Z","896407"
"1700678","K","876098"
"1700679","E","163183"
"1700680","E","220904"
"1700681","E","848603"
"1700682","E","739764"
"1700683","E","322109"
"1700684","J","538738"
"1700685","E","737274"
"1700686","K","276220"
"1700687","E","138816"
"1700688","K","046731"
"1700689","K","532882"
"1700690","E","643528"
"1700691","Z","507892"
"1700692","E","454883"
"1700693","K","029226"
"1700694","K","081535"
"1700695","E","925221"
"1700696","K","943807"
"1700697","K","306456"
"1700698","K","493119"
"1700699","K","970503"
"1700700","J","916328"
"1700701","K","537879"
"1700702","J","642215"
"1700703","E","961846"
"1700704","Z","133534"
"1700705","E","124803"
"1700706","Z","212800"
"1700707","J","337673"
"1700708","Z","552056"
"1700709","Z","478538"
"1700710","E","802742"
"1700711","J","084141"
"1700712","Z","138800"
"1700713","Z","924489"
"1700714","E","839427"
"1700715","J","826730"
"1700716","J","701485"
"1700717","Z","058604"
"1700718","K","468326"
"1700719","Z","163317"
"1700720","J","600201"
"1700721","Z","996539"
"1700722","K","451635"
"1700723","J","884156"
"1700724","E","314102"
"1700725","K","241622"
"1700726","K","514839"
"1700727","E","599881"
"1700728","Z","238179"
"1700729","J","608478"
"1700730","E","022148"
"1700731","Z","151772"
"1700732","J","580856"
"1700733","E","306721"
"1700734","K","393118"
"1700735","E","716412"
"1700736","E","744073"
"1700737","K","215327"
"1700738","E","196364"
"1700739","J","891512"
"1700740","J","299230"
"1700741","Z","210001"
"1700742","J","167082"
"1700743","E","183444"
"1700744","K","480000"
"1700745","E","776608"
"1700746","K","300426"
"1700747","E","016612"
"1700748","J","539506"
"1700749","E","581258"
"1700750","J","387812"
"1700751","K","306498"
"1700752","J","779636"
"1700753","Z","772817"
"1700754","E","733181"
"1700755","Z","774267"
"1700756","E","425295"
"1700757","J","579811"
"1700758","J","448884"
"1700759","E","106405"
"1700760","J","461316"
"1700761","K","413725"
"1700762","K","631390"
"1700763","E","893312"
"1700764","K","807429"
"1700765","J","553461"
"1700766","K","701684"
"1700767","J","900840"
"1700768","K","071164"
"1700769","E","163712"
"1700770","J","317509"
"1700771","J","505985"
"1700772","K","272767"
"1700773","J","325440"
"1700774","E","449165"
"1700775","J","952364"
"1700776","E","230332"
"1700777","Z","945653"
"1700778","E","517632"
"1700779","J","537115"
"1700780","Z","825659"
"1700781","Z","750000"
"1700782","J","506236"
"1700783","J","182834"
"1700784","E","747138"
"1700785","K","383564"
"1700786","K","726018"
"1700787","E","713483"
"1700788","J","408859"
"1700789","Z","100142"
"1700790","J","849179"
"1700791","K","116433"
"1700792","J","844300"
"1700793","J","330277"
"1700794","J","439009"
"1700795","E","953683"
"1700796","E","985191"
"1700797","Z","036578"
"1700798","J","579746"
"1700799","K","370959"
"1700800","E","867898"
"1700801","K","728605"
"1700802","K","538905"
"1700803","Z","197383"
"1700804","E","619199"
"1700805","Z","398200"
"1700806","J","021986"
"1700807","E","463632"
"1700808","E","974330"
"1700809","Z","770297"
"1700810","Z","377526"
"1700811","Z","351463"
"1700812","E","772696"
"1700813","K","701386"
"1700814","J","244887"
"1700815","Z","128769"
"1700816","K","579003"
"1700817","Z","772356"
"1700818","K","629029"
"1700819","E","484053"
"1700820","J","946688"
"1700821","Z","778722"
"1700822","K","227130"
"1700823","E","491773"
"1700824","E","602104"
"1700825","J","681147"
"1700826","K","739276"
"1700827","J","419512"
"1700828","K","933032"
"1700829","E","722256"
"1700830","K","157782"
"1700831","Z","033111"
"1700832","Z","850881"
"1700833","E","947809"
"1700834","Z","918512"
"1700835","E","189690"
"1700836","E","125200"
"1700837","K","377269"
"1700838","J","901418"
"1700839","J","143241"
"1700840","J","450768"
"1700841","E","150972"
"1700842","Z","068593"
"1700843","K","155486"
"1700844","E","232691"
"1700845","K","823931"
"1700846","J","880860"
"1700847","E","276836"
"1700848","J","503569"
"1700849","K","175764"
"1700850","Z","894050"
"1700851","E","914690"
"1700852","J","894237"
"1700853","Z","147113"
"1700854","E","313139"
"1700855","E","383977"
"1700856","Z","364024"
"1700857","Z","085190"
"1700858","J","564924"
"1700859","J","385931"
"1700860","E","061865"
"1700861","K","320340"
"1700862","J","847659"
"1700863","J","024043"
"1700864","K","012471"
"1700865","K","228552"
"1700866","Z","638420"
"1700867","E","119251"
"1700868","K","787505"
"1700869","Z","152128"
"1700870","E","129174"
"1700871","J","945950"
"1700872","J","891722"
"1700873","K","667325"
"1700874","E","444121"
"1700875","K","328203"
"1700876","J","324368"
"1700877","J","897084"
"1700878","J","046672"
"1700879","J","687969"
"1700880","K","795408"
"1700881","K","775223"
"1700882","J","710871"
"1700883","K","861276"
"1700884","J","550423"
"1700885","Z","039327"
"1700886","E","142703"
"1700887","J","636863"
"1700888","K","809477"
"1700889","K","749526"
"1700890","J","460114"
"1700891","Z","779520"
"1700892","E","088372"
"1700893","E","876109"
"1700894","K","694720"
"1700895","Z","726333"
"1700896","K","032300"
"1700897","Z","615570"
"1700898","J","420093"
"1700899","K","037866"
"1700900","E","436392"
"1700901","K","960544"
"1700902","E","997173"
"1700903","J","980177"
"1700904","K","402213"
"1700905","Z","702710"
"1700906","K","084969"
"1700907","E","387965"
"1700908","Z","671256"
"1700909","E","906412"
"1700910","Z","575757"
"1700911","Z","726757"
"1700912","J","857276"
"1700913","J","394190"
"1700914","K","509833"
"1700915","E","989606"
"1700916","K","727373"
"1700917","Z","038741"
"1700918","J","236146"
"1700919","Z","181336"
"1700920","Z","975042"
"1700921","K","031491"
"1700922","E","716407"
"1700923","K","278816"
"1700924","K","286560"
"1700925","E","219593"
"1700926","J","910128"
"1700927","E","118374"
"1700928","K","166541"
"1700929","K","232456"
"1700930","J","971491"
"1700931","J","658238"
"1700932","J","562428"
"1700933","K","684382"
"1700934","Z","979321"
"1700935","Z","421280"
"1700936","E","478710"
"1700937","E","122619"
"1700938","E","892176"
"1700939","Z","383135"
"1700940","E","812683"
"1700941","K","804086"
"1700942","Z","382514"
"1700943","K","352229"
"1700944","E","452474"
"1700945","Z","443118"
"1700946","K","310562"
"1700947","J","220276"
"1700948","K","518864"
"1700949","J","398216"
"1700950","K","339301"
"1700951","Z","871700"
"1700952","Z","062990"
"1700953","K","559591"
"1700954","Z","114343"
"1700955","J","573468"
"1700956","E","584110"
"1700957","E","484463"
"1700958","E","579576"
"1700959","E","636083"
"1700960","K","370122"
"1700961","J","553807"
"1700962","K","179812"
"1700963","K","600053"
"1700964","K","055301"
"1700965","Z","969245"
"1700966","J","226828"
"1700967","E","353913"
"1700968","K","387869"
"1700969","E","748742"
"1700970","K","950671"
"1700971","K","115459"
"1700972","E","247159"
"1700973","J","833195"
"1700974","E","704301"
"1700975","E","096885"
"1700976","Z","189297"
"1700977","K","667158"
"1700978","E","238257"
"1700979","Z","120644"
"1700980","E","758649"
"1700981","E","863297"
"1700982","E","478377"
"1700983","Z","555535"
"1700984","K","748189"
"1700985","Z","485326"
"1700986","E","054531"
"1700987","Z","897867"
"1700988","Z","224008"
"1700989","K","137865"
"1700990","E","042613"
"1700991","J","321425"
"1700992","E","208092"
"1700993","Z","498035"
"1700994","Z","440655"
"1700995","E","563801"
"1700996","E","030020"
"1700997","Z","513998"
"1700998","J","744306"
"1700999","Z","756364"
"1701000","K","164096"
"1701001","E","495081"
"1701002","E","550077"
"1701003","J","764327"
"1701004","J","190213"
"1701005","E","515456"
"1701006","Z","043769"
"1701007","Z","064007"
"1701008","K","039152"
"1701009","Z","584876"
"1701010","J","306740"
"1701011","J","682231"
"1701012","Z","557744"
"1701013","E","504395"
"1701014","E","713581"
"1701015","Z","218135"
"1701016","Z","778677"
"1701017","K","589030"
"1701018","J","571284"
"1701019","E","702388"
"1701020","E","524138"
"1701021","Z","428902"
"1701022","Z","654136"
"1701023","E","584604"
"1701024","E","730241"
"1701025","K","509844"
"1701026","J","352082"
"1701027","J","590077"
"1701028","J","489493"
"1701029","Z","335201"
"1701030","J","033909"
"1701031","E","284347"
"1701032","K","494004"
"1701033","E","820759"
"1701034","E","866461"
"1701035","J","552177"
"1701036","J","287871"
"1701037","Z","107020"
"1701038","K","538583"
"1701039","J","729728"
"1701040","J","852629"
"1701041","J","089743"
"1701042","E","067620"
"1701043","E","972412"
"1701044","E","323429"
"1701045","J","783983"
"1701046","J","860615"
"1701047","K","550407"
"1701048","J","927334"
"1701049","J","927920"
"1701050","J","982061"
"1701051","J","380403"
"1701052","E","546918"
"1701053","J","752222"
"1701054","E","502874"
"1701055","Z","081968"
"1701056","E","668259"
"1701057","Z","760572"
"1701058","J","299669"
"1701059","K","172621"
"1701060","Z","174316"
"1701061","J","651910"
"1701062","K","388664"
"1701063","J","228179"
"1701064","Z","822127"
"1701065","E","835588"
"1701066","Z","172704"
"1701067","E","594987"
"1701068","E","638751"
"1701069","J","748418"
"1701070","Z","017485"
"1701071","Z","675915"
"1701072","Z","769471"
"1701073","E","529013"
"1701074","J","052449"
"1701075","Z","169094"
"1701076","K","729470"
"1701077","K","773179"
"1701078","E","384195"
"1701079","Z","339548"
"1701080","Z","606322"
"1701081","Z","282195"
"1701082","E","005166"
"1701083","K","583000"
"1701084","K","441693"
"1701085","E","664305"
"1701086","E","242639"
"1701087","K","298153"
"1701088","E","207264"
"1701089","K","349663"
"1701090","Z","026185"
"1701091","J","324003"
"1701092","Z","258754"
"1701093","J","528813"
"1701094","J","009963"
"1701095","J","256293"
"1701096","E","757369"
"1701097","Z","450536"
"1701098","J","205137"
"1701099","E","807344"
"1701100","E","534460"
"1701101","E","157110"
"1701102","E","526600"
"1701103","Z","645696"
"1701104","K","972144"
"1701105","J","472593"
"1701106","K","006960"
"1701107","J","634239"
"1701108","J","159591"
"1701109","Z","811692"
"1701110","Z","589330"
"1701111","K","329461"
"1701112","E","484864"
"1701113","K","090692"
"1701114","K","723262"
"1701115","K","942355"
"1701116","J","475765"
"1701117","Z","797033"
"1701118","Z","261974"
"1701119","E","219049"
"1701120","Z","237398"
"1701121","J","475797"
"1701122","E","899359"
"1701123","J","590268"
"1701124","Z","964282"
"1701125","E","257231"
"1701126","J","729243"
"1701127","E","077734"
"1701128","J","704777"
"1701129","E","458088"
"1701130","K","315709"
"1701131","E","786517"
"1701132","K","234372"
"1701133","K","349263"
"1701134","J","136875"
"1701135","J","662562"
"1701136","E","372659"
"1701137","K","296696"
"1701138","K","667397"
"1701139","J","225710"
"1701140","K","827836"
"1701141","K","003656"
"1701142","Z","868582"
"1701143","K","170309"
"1701144","E","683460"
"1701145","Z","322806"
"1701146","J","837981"
"1701147","K","903233"
"1701148","E","994313"
"1701149","J","758434"
"1701150","Z","357039"
"1701151","K","206559"
"1701152","E","070651"
"1701153","E","662750"
"1701154","Z","459035"
"1701155","K","499017"
"1701156","E","770940"
"1701157","E","341491"
"1701158","J","835275"
"1701159","E","507618"
"1701160","E","117828"
"1701161","J","891925"
"1701162","K","380371"
"1701163","K","544245"
"1701164","J","642093"
"1701165","J","373390"
"1701166","K","682986"
"1701167","E","573845"
"1701168","E","219193"
"1701169","Z","589806"
"1701170","E","152995"
"1701171","E","532099"
"1701172","Z","262444"
"1701173","J","724481"
"1701174","E","971297"
"1701175","J","233804"
"1701176","J","814266"
"1701177","K","928444"
"1701178","E","760738"
"1701179","Z","737365"
"1701180","Z","245369"
"1701181","K","993812"
"1701182","K","936592"
"1701183","E","041431"
"1701184","J","011638"
"1701185","Z","597306"
"1701186","E","985185"
"1701187","E","392054"
"1701188","K","331811"
"1701189","Z","455864"
"1701190","E","369128"
"1701191","Z","805906"
"1701192","J","916183"
"1701193","E","664052"
"1701194","Z","425445"
"1701195","K","857451"
"1701196","J","930846"
"1701197","J","920455"
"1701198","J","861511"
"1701199","K","066522"
"1701200","J","566935"
"1701201","E","155113"
"1701202","Z","681362"
"1701203","E","652185"
"1701204","Z","604173"
"1701205","K","191893"
"1701206","J","794129"
"1701207","J","282730"
"1701208","J","894775"
"1701209","J","062100"
"1701210","K","899072"
"1701211","J","868302"
"1701212","E","584439"
"1701213","J","275271"
"1701214","K","792545"
"1701215","E","258384"
"1701216","J","930914"
"1701217","Z","960810"
"1701218","K","669751"
"1701219","K","132199"
"1701220","K","722281"
"1701221","K","099400"
"1701222","J","488911"
"1701223","J","730547"
"1701224","J","583666"
"1701225","E","685704"
"1701226","K","901503"
"1701227","J","416360"
"1701228","E","675657"
"1701229","K","941038"
"1701230","J","206785"
"1701231","K","531739"
"1701232","E","377389"
"1701233","Z","207536"
"1701234","Z","207525"
"1701235","K","550711"
"1701236","Z","848940"
"1701237","K","859662"
"1701238","Z","594421"
"1701239","K","694405"
"1701240","J","346283"
"1701241","K","586072"
"1701242","K","407247"
"1701243","E","776991"
"1701244","J","166012"
"1701245","E","403894"
