"","gta.series","gta.number"
"300231","J","633419"
"300232","E","858075"
"300233","J","238449"
"300234","J","927714"
"300235","K","083865"
"300236","E","110457"
"300237","E","705031"
"300238","J","195013"
"300239","Z","972035"
"300240","E","893879"
"300241","J","184353"
"300242","K","907723"
"300243","K","970552"
"300244","K","686864"
"300245","E","739806"
"300246","Z","419690"
"300247","Z","015312"
"300248","J","394405"
"300249","K","470261"
"300250","K","764247"
"300251","J","312914"
"300252","Z","769731"
"300253","J","822100"
"300254","J","910150"
"300255","J","604950"
"300256","K","368511"
"300257","J","849732"
"300258","J","239871"
"300259","Z","431005"
"300260","J","647820"
"300261","K","034634"
"300262","E","885750"
"300263","K","788070"
"300264","K","387694"
"300265","K","967481"
"300266","K","955907"
"300267","J","237562"
"300268","K","562359"
"300269","E","459782"
"300270","J","894891"
"300271","K","306164"
"300272","K","972708"
"300273","Z","041376"
"300274","Z","924252"
"300275","K","832253"
"300276","J","950330"
"300277","Z","689937"
"300278","K","448952"
"300279","Z","288661"
"300280","K","982345"
"300281","J","217203"
"300282","K","391290"
"300283","J","565355"
"300284","K","529193"
"300285","J","771749"
"300286","K","965403"
"300287","E","530987"
"300288","K","069034"
"300289","J","598271"
"300290","Z","482753"
"300291","Z","958376"
"300292","Z","208667"
"300293","J","910153"
"300294","K","992001"
"300295","K","279136"
"300296","E","336892"
"300297","K","002413"
"300298","K","993199"
"300299","J","009444"
"300300","E","969765"
"300301","K","652292"
"300302","Z","167668"
"300303","Z","868011"
"300304","E","043078"
"300305","J","327540"
"300306","Z","610917"
"300307","E","907795"
"300308","E","437048"
"300309","Z","118782"
"300310","J","366153"
"300311","K","014370"
"300312","Z","979048"
"300313","K","660901"
"300314","J","375996"
"300315","K","597412"
"300316","J","519343"
"300317","Z","549541"
"300318","K","996341"
"300319","J","842398"
"300320","E","323199"
"300321","J","319839"
"300322","K","936734"
"300323","K","432595"
"300324","Z","659176"
"300325","J","163278"
"300326","K","341650"
"300327","Z","492487"
"300328","K","963775"
"300329","K","659202"
"300330","E","307174"
"300331","E","541790"
"300332","E","108766"
"300333","K","949620"
"300334","K","488151"
"300335","K","207467"
"300336","Z","550529"
"300337","Z","483673"
"300338","J","405962"
"300339","J","641662"
"300340","Z","196500"
"300341","K","681157"
"300342","J","926521"
"300343","E","870439"
"300344","K","965749"
"300345","Z","391399"
"300346","K","457000"
"300347","J","609697"
"300348","E","894170"
"300349","J","008721"
"300350","Z","997094"
"300351","Z","083011"
"300352","J","291061"
"300353","Z","311236"
"300354","E","893086"
"300355","Z","503315"
"300356","J","420470"
"300357","J","082273"
"300358","K","738956"
"300359","J","403656"
"300360","Z","077997"
"300361","K","917032"
"300362","J","126712"
"300363","E","201127"
"300364","J","365715"
"300365","Z","335322"
"300366","Z","515592"
"300367","J","533244"
"300368","Z","352086"
"300369","J","319699"
"300370","K","920287"
"300371","K","060997"
"300372","E","954004"
"300373","E","458054"
"300374","J","740841"
"300375","K","685961"
"300376","E","387293"
"300377","K","542093"
"300378","Z","777623"
"300379","E","703612"
"300380","Z","376370"
"300381","J","865585"
"300382","K","482166"
"300383","J","997577"
"300384","Z","764078"
"300385","E","317956"
"300386","K","659400"
"300387","J","112698"
"300388","Z","702168"
"300389","E","711265"
"300390","K","698780"
"300391","J","509811"
"300392","E","352295"
"300393","K","766387"
"300394","E","240559"
"300395","J","899358"
"300396","J","187623"
"300397","K","970549"
"300398","E","271731"
"300399","Z","510461"
"300400","K","001087"
"300401","E","425402"
"300402","J","730337"
"300403","Z","598492"
"300404","J","179795"
"300405","E","730576"
"300406","K","587283"
"300407","J","405598"
"300408","Z","042086"
"300409","E","888653"
"300410","E","120968"
"300411","K","306501"
"300412","E","086976"
"300413","K","782999"
"300414","K","731977"
"300415","E","807047"
"300416","K","309594"
"300417","J","284354"
"300418","J","755377"
"300419","K","386902"
"300420","J","002647"
"300421","Z","113757"
"300422","Z","285086"
"300423","K","046684"
"300424","K","741137"
"300425","E","390083"
"300426","Z","985552"
"300427","K","688657"
"300428","Z","177722"
"300429","E","326482"
"300430","K","366637"
"300431","Z","074870"
"300432","Z","851413"
"300433","J","239873"
"300434","Z","722458"
"300435","E","743454"
"300436","Z","112688"
"300437","K","510551"
"300438","K","960408"
"300439","J","601331"
"300440","K","804471"
"300441","K","919539"
"300442","E","445691"
"300443","K","033332"
"300444","K","266302"
"300445","K","909301"
"300446","J","979951"
"300447","K","485566"
"300448","J","278414"
"300449","Z","006641"
"300450","Z","724786"
"300451","K","997298"
"300452","K","246393"
"300453","K","056637"
"300454","Z","917242"
"300455","K","163164"
"300456","J","327787"
"300457","K","803873"
"300458","K","884080"
"300459","J","720949"
"300460","J","946404"
"300461","J","054767"
"300462","Z","763334"
"300463","J","952232"
"300464","Z","066535"
"300465","K","194202"
"300466","K","440065"
"300467","K","887184"
"300468","K","822884"
"300469","E","502751"
"300470","Z","898242"
"300471","Z","918674"
"300472","E","958140"
"300473","Z","221411"
"300474","Z","642926"
"300475","Z","150998"
"300476","J","869886"
"300477","Z","098791"
"300478","K","708376"
"300479","Z","242682"
"300480","J","001849"
"300481","Z","178722"
"300482","J","791239"
"300483","Z","843374"
"300484","K","003321"
"300485","E","423324"
"300486","J","611818"
"300487","K","644206"
"300488","E","297712"
"300489","J","602221"
"300490","J","633322"
"300491","K","122711"
"300492","K","994568"
"300493","Z","368086"
"300494","K","018678"
"300495","Z","311263"
"300496","J","493682"
"300497","E","541149"
"300498","E","705593"
"300499","K","413867"
"300500","E","990938"
"300501","Z","940205"
"300502","K","980016"
"300503","K","866482"
"300504","E","114209"
"300505","K","833753"
"300506","E","181805"
"300507","Z","865175"
"300508","K","662810"
"300509","J","796867"
"300510","J","946714"
"300511","Z","230112"
"300512","Z","644739"
"300513","J","818421"
"300514","E","641782"
"300515","K","466376"
"300516","Z","620751"
"300517","J","682950"
"300518","J","535115"
"300519","J","891504"
"300520","E","526746"
"300521","J","287911"
"300522","K","034220"
"300523","E","121338"
"300524","K","702836"
"300525","Z","312472"
"300526","E","385493"
"300527","J","161242"
"300528","K","506285"
"300529","J","155071"
"300530","K","956297"
"300531","K","655571"
"300532","E","042735"
"300533","E","004163"
"300534","Z","466925"
"300535","K","436917"
"300536","K","467129"
"300537","K","598915"
"300538","J","932132"
"300539","Z","240552"
"300540","K","042670"
"300541","E","745131"
"300542","J","138051"
"300543","J","849990"
"300544","K","954973"
"300545","Z","362993"
"300546","K","524562"
"300547","K","117369"
"300548","K","061752"
"300549","J","345864"
"300550","K","715638"
"300551","J","537583"
"300552","K","872605"
"300553","J","988037"
"300554","J","473242"
"300555","K","743294"
"300556","Z","349276"
"300557","K","991771"
"300558","J","245096"
"300559","Z","402038"
"300560","K","820813"
"300561","E","169922"
"300562","Z","483905"
"300563","J","049443"
"300564","E","774286"
"300565","J","806227"
"300566","K","981669"
"300567","J","445638"
"300568","K","611875"
"300569","Z","306532"
"300570","Z","011448"
"300571","K","989974"
"300572","Z","505759"
"300573","K","877606"
"300574","Z","171477"
"300575","K","370631"
"300576","E","495168"
"300577","E","077662"
"300578","Z","248743"
"300579","Z","890924"
"300580","J","572421"
"300581","Z","380710"
"300582","J","939479"
"300583","K","587504"
"300584","K","549573"
"300585","J","183111"
"300586","J","961230"
"300587","J","503930"
"300588","K","784767"
"300589","E","221080"
"300590","E","417852"
"300591","E","942120"
"300592","Z","213274"
"300593","Z","299093"
"300594","K","295983"
"300595","J","750475"
"300596","K","944173"
"300597","J","727644"
"300598","E","343090"
"300599","J","745096"
"300600","E","533261"
"300601","K","962454"
"300602","J","590285"
"300603","J","146208"
"300604","K","854401"
"300605","Z","566037"
"300606","E","131026"
"300607","J","785218"
"300608","Z","493105"
"300609","J","516129"
"300610","K","542208"
"300611","K","076528"
"300612","Z","235539"
"300613","K","465079"
"300614","J","617826"
"300615","J","655763"
"300616","Z","216928"
"300617","J","192953"
"300618","J","091939"
"300619","J","799137"
"300620","K","998268"
"300621","Z","037403"
"300622","E","778258"
"300623","K","948052"
"300624","J","675873"
"300625","Z","928329"
"300626","E","865288"
"300627","J","935351"
"300628","J","619428"
"300629","K","392700"
"300630","E","276961"
"300631","Z","713648"
"300632","E","059718"
"300633","K","376331"
"300634","Z","485707"
"300635","E","033871"
"300636","E","686381"
"300637","E","884707"
"300638","J","153590"
"300639","Z","947284"
"300640","E","020460"
"300641","E","869606"
"300642","K","000328"
"300643","J","992629"
"300644","J","354895"
"300645","Z","049269"
"300646","K","432451"
"300647","K","610094"
"300648","J","658197"
"300649","J","676250"
"300650","E","995089"
"300651","J","246511"
"300652","K","197531"
"300653","E","130675"
"300654","J","681307"
"300655","J","505727"
"300656","Z","355155"
"300657","E","105204"
"300658","K","100617"
"300659","J","426028"
"300660","Z","066210"
"300661","Z","063897"
"300662","E","372157"
"300663","J","085597"
"300664","E","546447"
"300665","J","826328"
"300666","Z","141181"
"300667","E","614030"
"300668","J","894091"
"300669","K","856925"
"300670","E","163031"
"300671","E","327579"
"300672","K","358929"
"300673","J","702331"
"300674","K","960116"
"300675","E","676657"
"300676","K","222133"
"300677","J","478173"
"300678","K","369392"
"300679","K","524735"
"300680","Z","737980"
"300681","K","045590"
"300682","Z","508205"
"300683","K","215179"
"300684","K","807363"
"300685","K","379471"
"300686","E","450361"
"300687","Z","933742"
"300688","E","161509"
"300689","E","102440"
"300690","Z","387997"
"300691","K","553404"
"300692","J","332680"
"300693","K","938788"
"300694","K","739528"
"300695","J","009856"
"300696","K","035296"
"300697","Z","167205"
"300698","Z","480720"
"300699","K","630409"
"300700","Z","348662"
"300701","E","019490"
"300702","K","291872"
"300703","E","421215"
"300704","E","592779"
"300705","K","766913"
"300706","J","208943"
"300707","K","957967"
"300708","Z","887518"
"300709","E","250199"
"300710","E","050657"
"300711","Z","735549"
"300712","E","107261"
"300713","J","656582"
"300714","K","758499"
"300715","E","051820"
"300716","K","641863"
"300717","K","167735"
"300718","E","622136"
"300719","K","481319"
"300720","K","276477"
"300721","J","133947"
"300722","K","393338"
"300723","J","531390"
"300724","J","383508"
"300725","K","732902"
"300726","K","560794"
"300727","E","048293"
"300728","K","840472"
"300729","E","997828"
"300730","J","850654"
"300731","E","486663"
"300732","Z","467918"
"300733","E","937604"
"300734","E","158967"
"300735","Z","732813"
"300736","J","527725"
"300737","E","389974"
"300738","Z","983435"
"300739","E","349640"
"300740","Z","861167"
"300741","E","387580"
"300742","E","494246"
"300743","Z","752706"
"300744","J","413236"
"300745","K","592500"
"300746","J","797072"
"300747","J","540993"
"300748","K","601339"
"300749","E","045090"
"300750","E","545140"
"300751","Z","590251"
"300752","J","132265"
"300753","K","858638"
"300754","E","909992"
"300755","J","045456"
"300756","J","981327"
"300757","E","172967"
"300758","K","239984"
"300759","K","951187"
"300760","K","240753"
"300761","K","005388"
"300762","K","114208"
"300763","J","861256"
"300764","K","094304"
"300765","J","383395"
"300766","E","096545"
"300767","Z","518869"
"300768","Z","294569"
"300769","J","999940"
"300770","K","474423"
"300771","Z","254377"
"300772","J","867505"
"300773","K","966016"
"300774","J","738424"
"300775","Z","459780"
"300776","Z","574132"
"300777","J","871445"
"300778","E","001131"
"300779","E","665129"
"300780","E","748607"
"300781","J","341790"
"300782","E","513303"
"300783","Z","543816"
"300784","Z","698883"
"300785","K","861453"
"300786","E","540920"
"300787","K","940261"
"300788","J","260306"
"300789","E","032351"
"300790","E","386299"
"300791","E","864701"
"300792","E","736135"
"300793","J","963126"
"300794","K","994669"
"300795","Z","528109"
"300796","J","407782"
"300797","Z","722118"
"300798","J","982329"
"300799","Z","817766"
"300800","K","015318"
"300801","E","080396"
"300802","Z","570795"
"300803","Z","702728"
"300804","E","236055"
"300805","E","708666"
"300806","Z","003212"
"300807","J","385386"
"300808","J","544961"
"300809","E","344956"
"300810","Z","274466"
"300811","K","149085"
"300812","Z","532480"
"300813","Z","840785"
"300814","K","031213"
"300815","Z","527008"
"300816","K","051300"
"300817","E","362492"
"300818","K","578830"
"300819","E","233550"
"300820","J","201956"
"300821","J","458873"
"300822","J","739035"
"300823","J","089060"
"300824","E","895398"
"300825","J","509204"
"300826","K","480182"
"300827","Z","383647"
"300828","J","551413"
"300829","K","675284"
"300830","J","106681"
"300831","J","835592"
"300832","K","854748"
"300833","K","276672"
"300834","E","135902"
"300835","J","630479"
"300836","Z","031106"
"300837","J","423778"
"300838","E","110180"
"300839","K","903693"
"300840","K","767974"
"300841","E","545787"
"300842","J","924023"
"300843","E","505017"
"300844","Z","534064"
"300845","Z","183168"
"300846","E","603719"
"300847","J","956923"
"300848","E","157768"
"300849","E","886096"
"300850","J","283070"
"300851","K","594649"
"300852","E","319143"
"300853","J","017002"
"300854","J","344841"
"300855","E","062469"
"300856","Z","694555"
"300857","J","946563"
"300858","J","703920"
"300859","Z","715575"
"300860","E","468060"
"300861","K","996100"
"300862","Z","159034"
"300863","E","120751"
"300864","Z","153767"
"300865","K","562462"
"300866","Z","120358"
"300867","Z","156130"
"300868","J","241158"
"300869","K","843028"
"300870","J","777154"
"300871","K","735534"
"300872","Z","355755"
"300873","Z","233500"
"300874","Z","132404"
"300875","Z","116380"
"300876","E","691451"
"300877","E","665915"
"300878","K","558574"
"300879","K","279018"
"300880","K","277967"
"300881","Z","721139"
"300882","K","963649"
"300883","Z","665617"
"300884","K","382731"
"300885","E","055565"
"300886","K","566715"
"300887","Z","213357"
"300888","E","666842"
"300889","Z","398576"
"300890","Z","863298"
"300891","Z","828397"
"300892","E","782595"
"300893","Z","390359"
"300894","J","721458"
"300895","J","867088"
"300896","E","041191"
"300897","K","301725"
"300898","Z","398179"
"300899","E","346387"
"300900","K","949219"
"300901","Z","451544"
"300902","J","928285"
"300903","K","388665"
"300904","Z","313285"
"300905","Z","366617"
"300906","K","381443"
"300907","E","067841"
"300908","K","973131"
"300909","Z","687073"
"300910","E","194640"
"300911","K","440318"
"300912","J","500412"
"300913","K","535126"
"300914","E","701064"
"300915","Z","840016"
"300916","K","890856"
"300917","K","239836"
"300918","J","703830"
"300919","Z","471602"
"300920","Z","817531"
"300921","Z","859117"
"300922","E","598645"
"300923","J","318409"
"300924","K","594313"
"300925","E","667706"
"300926","E","331664"
"300927","Z","765065"
"300928","K","910183"
"300929","J","156706"
"300930","Z","102200"
"300931","J","060051"
"300932","E","524022"
"300933","J","532899"
"300934","K","222830"
"300935","E","580244"
"300936","Z","867370"
"300937","K","285952"
"300938","E","366147"
"300939","E","189079"
"300940","J","951940"
"300941","J","419503"
"300942","J","057617"
"300943","E","376766"
"300944","Z","146120"
"300945","K","457422"
"300946","J","188410"
"300947","E","106221"
"300948","K","342080"
"300949","K","346670"
"300950","J","273472"
"300951","K","750128"
"300952","K","121309"
"300953","J","957330"
"300954","J","637642"
"300955","K","485451"
"300956","E","871850"
"300957","E","042366"
"300958","K","308128"
"300959","K","933111"
"300960","K","191903"
"300961","K","110254"
"300962","E","417541"
"300963","E","757394"
"300964","J","860724"
"300965","E","833903"
"300966","K","951810"
"300967","J","963528"
"300968","E","451036"
"300969","J","761553"
"300970","Z","038491"
"300971","K","505122"
"300972","J","796606"
"300973","E","889761"
"300974","K","372370"
"300975","E","406651"
"300976","J","063484"
"300977","E","060193"
"300978","E","175591"
"300979","E","084949"
"300980","K","449539"
"300981","K","487332"
"300982","K","639328"
"300983","Z","964137"
"300984","K","709526"
"300985","E","729669"
"300986","J","002215"
"300987","K","638967"
"300988","J","111905"
"300989","Z","093639"
"300990","J","703170"
"300991","J","353968"
"300992","J","871993"
"300993","E","287919"
"300994","E","175576"
"300995","E","172528"
"300996","J","758141"
"300997","K","350763"
"300998","Z","754156"
"300999","K","901889"
"301000","K","959070"
"301001","E","999406"
"301002","E","026544"
"301003","E","130835"
"301004","E","083973"
"301005","K","896854"
"301006","Z","457669"
"301007","Z","894380"
"301008","K","721634"
"301009","Z","944278"
"301010","K","188444"
"301011","J","935350"
"301012","J","450898"
"301013","K","903254"
"301014","K","420207"
"301015","J","010708"
"301016","E","242122"
"301017","K","941157"
"301018","J","523151"
"301019","J","107184"
"301020","K","578206"
"301021","J","215985"
"301022","J","863546"
"301023","E","169007"
"301024","E","318012"
"301025","K","768828"
"301026","E","683894"
"301027","K","623707"
"301028","Z","794443"
"301029","K","954183"
"301030","Z","780599"
"301031","J","928747"
"301032","E","356211"
"301033","E","394541"
"301034","Z","039150"
"301035","K","165618"
"301036","K","178504"
"301037","J","166548"
"301038","K","987924"
"301039","K","943615"
"301040","K","185633"
"301041","Z","156391"
"301042","J","616793"
"301043","E","839220"
"301044","J","647140"
"301045","Z","540055"
"301046","Z","553829"
"301047","Z","832408"
"301048","J","476534"
"301049","E","528831"
"301050","J","885277"
"301051","K","172523"
"301052","J","257854"
"301053","K","552585"
"301054","K","589454"
"301055","Z","821330"
"301056","J","030460"
"301057","Z","019587"
"301058","K","461185"
"301059","K","095934"
"301060","K","771559"
"301061","Z","222602"
"301062","J","418832"
"301063","E","476824"
"301064","J","070864"
"301065","E","172744"
"301066","J","927920"
"301067","Z","335614"
"301068","J","972934"
"301069","J","505376"
"301070","J","306108"
"301071","Z","814064"
"301072","J","485724"
"301073","K","013823"
"301074","K","607754"
"301075","Z","079692"
"301076","J","328178"
"301077","J","498653"
"301078","E","322589"
"301079","J","244954"
"301080","E","272138"
"301081","E","335633"
"301082","K","264708"
"301083","E","030990"
"301084","J","179954"
"301085","Z","013636"
"301086","J","960532"
"301087","E","977078"
"301088","K","558484"
"301089","K","984770"
"301090","J","115002"
"301091","K","319645"
"301092","J","838905"
"301093","J","894427"
"301094","K","937522"
"301095","K","957659"
"301096","E","309154"
"301097","Z","852743"
"301098","K","212466"
"301099","Z","278784"
"301100","Z","587499"
"301101","E","459016"
"301102","K","804717"
"301103","Z","609157"
"301104","E","053435"
"301105","K","979766"
"301106","J","323341"
"301107","E","793954"
"301108","E","801146"
"301109","E","491340"
"301110","E","467419"
"301111","Z","054551"
"301112","K","543860"
"301113","K","383657"
"301114","Z","255173"
"301115","Z","639465"
"301116","K","955446"
"301117","Z","109243"
"301118","E","927068"
"301119","J","233137"
"301120","E","396842"
"301121","K","996839"
"301122","J","973261"
"301123","E","090318"
"301124","Z","385604"
"301125","J","816256"
"301126","Z","747810"
"301127","K","461179"
"301128","J","819483"
"301129","J","981737"
"301130","E","947282"
"301131","Z","029025"
"301132","Z","831940"
"301133","E","838982"
"301134","K","577467"
"301135","Z","769721"
"301136","K","635750"
"301137","Z","261371"
"301138","J","029644"
"301139","K","579684"
"301140","Z","501121"
"301141","Z","047611"
"301142","E","871650"
"301143","J","854987"
"301144","J","069388"
"301145","K","356195"
"301146","E","467787"
"301147","Z","711924"
"301148","E","617625"
"301149","Z","276293"
"301150","Z","751305"
"301151","J","151090"
"301152","J","165810"
"301153","K","104517"
"301154","E","406687"
"301155","Z","822448"
"301156","Z","005826"
"301157","K","756963"
"301158","Z","517435"
"301159","Z","617677"
"301160","E","288768"
"301161","J","179907"
"301162","Z","604036"
"301163","K","386514"
"301164","E","540969"
"301165","K","940782"
"301166","K","118117"
"301167","Z","161636"
"301168","E","269938"
"301169","J","656909"
"301170","E","721019"
"301171","E","242006"
"301172","Z","240572"
"301173","K","579941"
"301174","Z","999519"
"301175","E","164259"
"301176","E","042585"
"301177","E","587577"
"301178","K","170283"
"301179","J","521921"
"301180","Z","954369"
"301181","Z","372193"
"301182","J","739759"
"301183","K","299841"
"301184","Z","747442"
"301185","J","973788"
"301186","E","126295"
"301187","K","009612"
"301188","K","451950"
"301189","Z","689995"
"301190","Z","566180"
"301191","K","963695"
"301192","E","284891"
"301193","Z","886499"
"301194","Z","735577"
"301195","Z","276269"
"301196","Z","442614"
"301197","K","667053"
"301198","Z","542287"
"301199","K","896811"
"301200","J","039648"
"301201","E","384067"
"301202","K","325427"
"301203","K","081690"
"301204","Z","416768"
"301205","E","421840"
"301206","Z","580705"
"301207","Z","741226"
"301208","Z","657360"
"301209","J","339980"
"301210","K","821524"
"301211","Z","392649"
"301212","E","155864"
"301213","E","471530"
"301214","J","767843"
"301215","J","907651"
"301216","K","778110"
"301217","E","486239"
"301218","J","079972"
"301219","Z","919523"
"301220","E","304009"
"301221","E","692642"
"301222","J","337755"
"301223","Z","518349"
"301224","K","320977"
"301225","J","152818"
"301226","J","575232"
"301227","J","920735"
"301228","E","684503"
"301229","Z","882445"
"301230","E","005310"
"301231","Z","941175"
"301232","K","994699"
"301233","J","554848"
"301234","E","713632"
"301235","Z","744798"
"301236","J","128620"
"301237","K","915463"
"301238","Z","944460"
"301239","K","107108"
"301240","Z","424252"
"301241","Z","232232"
"301242","J","038629"
"301243","K","278942"
"301244","K","489346"
"301245","K","926109"
"301246","Z","442007"
"301247","J","257079"
"301248","Z","427181"
"301249","J","680499"
"301250","K","370059"
"301251","K","961432"
"301252","Z","205514"
"301253","K","951333"
"301254","K","618111"
"301255","K","558659"
"301256","J","539776"
"301257","K","978310"
"301258","E","524495"
"301259","J","675134"
"301260","E","187159"
"301261","K","968460"
"301262","E","328191"
"301263","J","995548"
"301264","J","508120"
"301265","K","112667"
"301266","K","927857"
"301267","E","610821"
"301268","E","140613"
"301269","K","950129"
"301270","K","953037"
"301271","K","870181"
"301272","E","311985"
"301273","E","201561"
"301274","J","360707"
"301275","Z","925501"
"301276","K","406922"
"301277","Z","505414"
"301278","K","675664"
"301279","E","358643"
"301280","E","077660"
"301281","J","192222"
"301282","Z","100110"
"301283","K","178011"
"301284","E","683316"
"301285","Z","020757"
"301286","E","603406"
"301287","Z","136287"
"301288","E","546680"
"301289","E","232550"
"301290","E","145387"
"301291","K","902360"
"301292","J","751699"
"301293","K","958553"
"301294","E","194905"
"301295","Z","615354"
"301296","J","324839"
"301297","E","130366"
"301298","J","158600"
"301299","J","699835"
"301300","K","749114"
"301301","E","169967"
"301302","Z","923444"
"301303","K","402095"
"301304","Z","850182"
"301305","K","764298"
"301306","J","281614"
"301307","Z","219322"
"301308","J","667870"
"301309","Z","841629"
"301310","J","958687"
"301311","J","976615"
"301312","E","035439"
"301313","E","904455"
"301314","K","012593"
"301315","J","973438"
"301316","E","077196"
"301317","J","496015"
"301318","Z","877265"
"301319","Z","548333"
"301320","K","898456"
"301321","Z","365280"
"301322","K","082617"
"301323","K","639741"
"301324","K","054554"
"301325","K","631988"
"301326","Z","995979"
"301327","Z","463353"
"301328","Z","018020"
"301329","J","901870"
"301330","K","402177"
"301331","E","742102"
"301332","K","136346"
"301333","J","339886"
"301334","Z","417532"
"301335","E","996647"
"301336","Z","918384"
"301337","K","930408"
"301338","E","113987"
"301339","K","684090"
"301340","E","973699"
"301341","K","607586"
"301342","K","330029"
"301343","K","991047"
"301344","J","992768"
"301345","Z","302404"
"301346","Z","692928"
"301347","Z","902432"
"301348","E","801073"
"301349","Z","314541"
"301350","K","629239"
"301351","K","300300"
"301352","J","570539"
"301353","Z","282150"
"301354","Z","350808"
"301355","K","464939"
"301356","E","545443"
"301357","K","125012"
"301358","K","572670"
"301359","K","775257"
"301360","K","405263"
"301361","Z","515837"
"301362","E","193830"
"301363","K","330105"
"301364","Z","218285"
"301365","E","446030"
"301366","J","039449"
