"","gta.series","gta.number"
"1000096","K","703417"
"1000097","E","595599"
"1000098","K","132779"
"1000099","K","127459"
"1000100","E","007685"
"1000101","E","262001"
"1000102","K","904246"
"1000103","J","063597"
"1000104","Z","326954"
"1000105","E","249235"
"1000106","J","204566"
"1000107","E","244900"
"1000108","J","089757"
"1000109","J","802879"
"1000110","K","001909"
"1000111","K","783143"
"1000112","J","269988"
"1000113","K","994605"
"1000114","K","974667"
"1000115","K","027506"
"1000116","E","457431"
"1000117","J","156293"
"1000118","E","397169"
"1000119","Z","664760"
"1000120","E","894341"
"1000121","K","004563"
"1000122","K","281304"
"1000123","E","181790"
"1000124","E","815271"
"1000125","Z","970575"
"1000126","K","965615"
"1000127","J","241974"
"1000128","E","849594"
"1000129","E","479270"
"1000130","J","054824"
"1000131","K","986927"
"1000132","J","751966"
"1000133","Z","669212"
"1000134","J","017920"
"1000135","J","734761"
"1000136","Z","208892"
"1000137","J","900623"
"1000138","E","999983"
"1000139","K","715976"
"1000140","K","812985"
"1000141","Z","957845"
"1000142","J","362413"
"1000143","K","554872"
"1000144","J","671799"
"1000145","K","762858"
"1000146","E","270583"
"1000147","K","771978"
"1000148","Z","113774"
"1000149","K","613027"
"1000150","E","610402"
"1000151","Z","183884"
"1000152","K","107226"
"1000153","K","080039"
"1000154","J","891812"
"1000155","Z","737431"
"1000156","E","322596"
"1000157","K","557630"
"1000158","J","888208"
"1000159","K","905529"
"1000160","K","810561"
"1000161","K","802341"
"1000162","E","503314"
"1000163","K","156318"
"1000164","J","181202"
"1000165","Z","674387"
"1000166","J","220837"
"1000167","E","006600"
"1000168","E","479310"
"1000169","K","613821"
"1000170","J","710384"
"1000171","Z","451824"
"1000172","K","932241"
"1000173","K","981944"
"1000174","E","931809"
"1000175","J","584803"
"1000176","K","559696"
"1000177","K","769257"
"1000178","K","336479"
"1000179","K","375314"
"1000180","Z","940697"
"1000181","E","361598"
"1000182","Z","488969"
"1000183","J","015768"
"1000184","K","170484"
"1000185","Z","771506"
"1000186","Z","346308"
"1000187","K","950762"
"1000188","J","950404"
"1000189","J","540810"
"1000190","Z","534024"
"1000191","E","345976"
"1000192","K","474403"
"1000193","J","008194"
"1000194","K","346603"
"1000195","K","410258"
"1000196","K","037706"
"1000197","J","815364"
"1000198","Z","197487"
"1000199","J","486268"
"1000200","K","923826"
"1000201","Z","292112"
"1000202","E","032951"
"1000203","K","616487"
"1000204","K","748325"
"1000205","Z","076717"
"1000206","Z","331153"
"1000207","K","061203"
"1000208","Z","761284"
"1000209","Z","256940"
"1000210","J","133435"
"1000211","J","715883"
"1000212","Z","059216"
"1000213","K","424591"
"1000214","J","305063"
"1000215","Z","512467"
"1000216","E","455918"
"1000217","Z","739777"
"1000218","E","266686"
"1000219","J","171962"
"1000220","E","924477"
"1000221","J","719546"
"1000222","E","103635"
"1000223","Z","135127"
"1000224","K","953318"
"1000225","K","876402"
"1000226","J","433299"
"1000227","K","475087"
"1000228","K","628210"
"1000229","J","080393"
"1000230","K","085304"
"1000231","E","859709"
"1000232","J","991936"
"1000233","K","655753"
"1000234","J","654423"
"1000235","K","478383"
"1000236","Z","435961"
"1000237","E","498450"
"1000238","E","443602"
"1000239","J","149637"
"1000240","Z","150881"
"1000241","J","091333"
"1000242","Z","604314"
"1000243","E","168781"
"1000244","Z","914384"
"1000245","K","569271"
"1000246","K","855083"
"1000247","Z","957997"
"1000248","J","061927"
"1000249","J","562640"
"1000250","K","279748"
"1000251","K","660614"
"1000252","J","723991"
"1000253","E","068516"
"1000254","Z","640683"
"1000255","K","282896"
"1000256","J","616871"
"1000257","K","256667"
"1000258","E","369291"
"1000259","E","189651"
"1000260","K","917185"
"1000261","E","580046"
"1000262","K","606685"
"1000263","K","206073"
"1000264","E","728650"
"1000265","E","637545"
"1000266","Z","563114"
"1000267","K","177264"
"1000268","K","945174"
"1000269","J","417883"
"1000270","K","751842"
"1000271","E","469799"
"1000272","K","388549"
"1000273","K","720183"
"1000274","K","008880"
"1000275","Z","356420"
"1000276","E","345678"
"1000277","E","250062"
"1000278","J","869551"
"1000279","E","358872"
"1000280","J","590439"
"1000281","K","103694"
"1000282","K","060612"
"1000283","J","981539"
"1000284","E","588782"
"1000285","Z","598501"
"1000286","E","662914"
"1000287","K","025798"
"1000288","J","029253"
"1000289","K","300990"
"1000290","Z","823614"
"1000291","K","599855"
"1000292","E","431768"
"1000293","J","409492"
"1000294","E","760880"
"1000295","E","169320"
"1000296","E","481951"
"1000297","Z","854472"
"1000298","Z","203507"
"1000299","J","552222"
"1000300","K","890598"
"1000301","K","021385"
"1000302","K","548251"
"1000303","J","536282"
"1000304","E","061299"
"1000305","E","281330"
"1000306","K","145653"
"1000307","E","504665"
"1000308","K","339966"
"1000309","K","917166"
"1000310","K","385051"
"1000311","J","464761"
"1000312","Z","335140"
"1000313","J","837257"
"1000314","K","969849"
"1000315","J","492865"
"1000316","E","161820"
"1000317","E","261014"
"1000318","K","848549"
"1000319","K","510165"
"1000320","K","573382"
"1000321","K","257490"
"1000322","K","979789"
"1000323","Z","198835"
"1000324","E","086529"
"1000325","E","195193"
"1000326","K","508633"
"1000327","J","175329"
"1000328","J","873207"
"1000329","E","923113"
"1000330","J","517503"
"1000331","K","475640"
"1000332","Z","972426"
"1000333","E","139832"
"1000334","K","473699"
"1000335","K","039614"
"1000336","Z","860425"
"1000337","E","500622"
"1000338","E","776552"
"1000339","Z","877424"
"1000340","J","286438"
"1000341","K","955230"
"1000342","E","051793"
"1000343","E","751958"
"1000344","E","456972"
"1000345","J","815906"
"1000346","J","233943"
"1000347","K","261887"
"1000348","Z","038570"
"1000349","K","522876"
"1000350","J","935029"
"1000351","E","700399"
"1000352","J","980436"
"1000353","J","598338"
"1000354","Z","782521"
"1000355","K","852991"
"1000356","J","953145"
"1000357","E","828019"
"1000358","J","978510"
"1000359","K","492591"
"1000360","K","928424"
"1000361","Z","444036"
"1000362","J","716391"
"1000363","Z","600973"
"1000364","J","597349"
"1000365","Z","034771"
"1000366","J","328486"
"1000367","E","105684"
"1000368","E","243450"
"1000369","J","588669"
"1000370","J","759562"
"1000371","J","016071"
"1000372","K","362648"
"1000373","J","369500"
"1000374","K","738442"
"1000375","Z","970577"
"1000376","J","374629"
"1000377","Z","322793"
"1000378","K","030945"
"1000379","J","719780"
"1000380","Z","649841"
"1000381","Z","470188"
"1000382","K","524380"
"1000383","J","450371"
"1000384","J","553852"
"1000385","K","583035"
"1000386","E","311471"
"1000387","E","256138"
"1000388","K","002136"
"1000389","J","058383"
"1000390","K","525087"
"1000391","K","986026"
"1000392","K","077317"
"1000393","E","213338"
"1000394","Z","434200"
"1000395","K","813415"
"1000396","J","810710"
"1000397","K","844602"
"1000398","E","754984"
"1000399","K","687850"
"1000400","E","843994"
"1000401","J","596899"
"1000402","Z","262073"
"1000403","Z","872472"
"1000404","E","901477"
"1000405","K","751568"
"1000406","E","182031"
"1000407","E","672045"
"1000408","Z","777250"
"1000409","J","745146"
"1000410","K","475520"
"1000411","Z","606032"
"1000412","Z","477128"
"1000413","J","716086"
"1000414","Z","342026"
"1000415","K","460494"
"1000416","E","233015"
"1000417","J","407681"
"1000418","K","087759"
"1000419","E","204679"
"1000420","E","271706"
"1000421","K","933646"
"1000422","Z","952481"
"1000423","K","940793"
"1000424","J","368626"
"1000425","E","494005"
"1000426","Z","216742"
"1000427","J","543669"
"1000428","J","397284"
"1000429","Z","321335"
"1000430","K","110906"
"1000431","J","332868"
"1000432","Z","418231"
"1000433","K","990584"
"1000434","Z","461792"
"1000435","K","914377"
"1000436","E","848628"
"1000437","K","170174"
"1000438","K","330495"
"1000439","K","166044"
"1000440","Z","702300"
"1000441","K","589676"
"1000442","K","902435"
"1000443","J","184227"
"1000444","K","723545"
"1000445","K","902786"
"1000446","Z","438629"
"1000447","E","018091"
"1000448","E","220987"
"1000449","J","787676"
"1000450","K","991514"
"1000451","J","564919"
"1000452","E","493355"
"1000453","J","823759"
"1000454","J","211161"
"1000455","K","961061"
"1000456","E","453884"
"1000457","E","115970"
"1000458","E","691083"
"1000459","K","738264"
"1000460","E","685870"
"1000461","Z","712228"
"1000462","K","070338"
"1000463","Z","013407"
"1000464","E","241068"
"1000465","K","918402"
"1000466","E","813164"
"1000467","K","511759"
"1000468","Z","823072"
"1000469","Z","413326"
"1000470","K","941410"
"1000471","K","922804"
"1000472","E","391249"
"1000473","E","499136"
"1000474","K","724110"
"1000475","K","638866"
"1000476","K","564292"
"1000477","K","455085"
"1000478","K","517309"
"1000479","K","767789"
"1000480","K","203455"
"1000481","E","520618"
"1000482","J","539925"
"1000483","E","440955"
"1000484","E","985831"
"1000485","K","357447"
"1000486","K","677486"
"1000487","Z","879500"
"1000488","K","365122"
"1000489","K","267608"
"1000490","K","061499"
"1000491","J","824407"
"1000492","E","637448"
"1000493","J","667286"
"1000494","K","082961"
"1000495","Z","500931"
"1000496","Z","070290"
"1000497","J","224435"
"1000498","Z","792605"
"1000499","Z","200683"
"1000500","K","882613"
"1000501","Z","120625"
"1000502","Z","251845"
"1000503","J","779499"
"1000504","E","007836"
"1000505","K","699732"
"1000506","E","334187"
"1000507","J","715637"
"1000508","E","792363"
"1000509","E","604839"
"1000510","E","744922"
"1000511","Z","690852"
"1000512","Z","991664"
"1000513","K","871310"
"1000514","J","294047"
"1000515","E","284253"
"1000516","Z","426715"
"1000517","J","004052"
"1000518","E","587479"
"1000519","E","337717"
"1000520","E","100184"
"1000521","E","527422"
"1000522","Z","940417"
"1000523","Z","565481"
"1000524","J","393831"
"1000525","E","604690"
"1000526","E","725615"
"1000527","K","964408"
"1000528","K","723530"
"1000529","E","990597"
"1000530","Z","384922"
"1000531","E","531310"
"1000532","K","531689"
"1000533","K","089130"
"1000534","J","288572"
"1000535","K","963011"
"1000536","K","298309"
"1000537","J","445562"
"1000538","E","760536"
"1000539","K","927106"
"1000540","J","217791"
"1000541","K","671311"
"1000542","K","819600"
"1000543","K","655006"
"1000544","K","104272"
"1000545","Z","130719"
"1000546","E","352085"
"1000547","Z","709128"
"1000548","J","162758"
"1000549","J","912732"
"1000550","Z","483998"
"1000551","J","161212"
"1000552","E","496945"
"1000553","Z","604868"
"1000554","J","648526"
"1000555","K","440801"
"1000556","K","220433"
"1000557","J","806742"
"1000558","K","927406"
"1000559","K","974393"
"1000560","Z","946928"
"1000561","J","928974"
"1000562","J","585601"
"1000563","K","358734"
"1000564","E","106546"
"1000565","J","029718"
"1000566","Z","755019"
"1000567","K","524467"
"1000568","Z","642007"
"1000569","J","699807"
"1000570","J","364604"
"1000571","K","702227"
"1000572","K","662639"
"1000573","J","505900"
"1000574","J","238776"
"1000575","K","821870"
"1000576","E","341558"
"1000577","K","606278"
"1000578","J","847072"
"1000579","E","053427"
"1000580","J","748341"
"1000581","E","412938"
"1000582","J","362153"
"1000583","K","913919"
"1000584","J","854230"
"1000585","E","367461"
"1000586","K","695126"
"1000587","Z","663479"
"1000588","E","633395"
"1000589","K","419019"
"1000590","Z","752893"
"1000591","E","432184"
"1000592","K","674352"
"1000593","K","463083"
"1000594","J","847240"
"1000595","Z","130674"
"1000596","K","511719"
"1000597","Z","383218"
"1000598","K","407354"
"1000599","K","399788"
"1000600","E","208531"
"1000601","J","005444"
"1000602","K","485351"
"1000603","K","614014"
"1000604","Z","064258"
"1000605","J","326012"
"1000606","K","177184"
"1000607","K","355427"
"1000608","E","852267"
"1000609","J","587431"
"1000610","E","917483"
"1000611","K","698041"
"1000612","E","475537"
"1000613","K","747540"
"1000614","J","913215"
"1000615","J","930534"
"1000616","E","293137"
"1000617","K","682493"
"1000618","J","087075"
"1000619","E","095702"
"1000620","Z","500816"
"1000621","J","022638"
"1000622","E","759461"
"1000623","J","633827"
"1000624","J","624264"
"1000625","E","605576"
"1000626","E","489651"
"1000627","K","815910"
"1000628","Z","613561"
"1000629","Z","883218"
"1000630","E","194360"
"1000631","E","382525"
"1000632","J","974540"
"1000633","Z","674309"
"1000634","K","236073"
"1000635","J","434625"
"1000636","J","610832"
"1000637","K","267072"
"1000638","J","311002"
"1000639","Z","829573"
"1000640","J","452270"
"1000641","Z","645086"
"1000642","Z","850122"
"1000643","E","698647"
"1000644","Z","312060"
"1000645","J","582537"
"1000646","J","346593"
"1000647","J","006255"
"1000648","Z","458420"
"1000649","Z","384330"
"1000650","K","908117"
"1000651","K","595947"
"1000652","J","075994"
"1000653","K","252730"
"1000654","J","917887"
"1000655","E","171662"
"1000656","K","901023"
"1000657","Z","658698"
"1000658","E","977706"
"1000659","K","911704"
"1000660","K","417628"
"1000661","J","954990"
"1000662","K","192012"
"1000663","Z","304183"
"1000664","J","332579"
"1000665","J","090188"
"1000666","K","422135"
"1000667","E","322682"
"1000668","E","070623"
"1000669","J","520081"
"1000670","Z","979512"
"1000671","K","174012"
"1000672","E","391412"
"1000673","Z","107606"
"1000674","E","176963"
"1000675","J","370282"
"1000676","J","293223"
"1000677","Z","798912"
"1000678","K","245804"
"1000679","Z","497411"
"1000680","J","877684"
"1000681","J","323220"
"1000682","Z","210417"
"1000683","Z","144354"
"1000684","Z","952612"
"1000685","E","159417"
"1000686","K","235384"
"1000687","K","935261"
"1000688","K","358654"
"1000689","E","637390"
"1000690","K","993190"
"1000691","J","297458"
"1000692","K","385307"
"1000693","K","576291"
"1000694","E","106370"
"1000695","E","469480"
"1000696","K","940976"
"1000697","Z","259714"
"1000698","J","536274"
"1000699","Z","529121"
"1000700","Z","543790"
"1000701","E","283368"
"1000702","K","480563"
"1000703","E","236736"
"1000704","Z","931400"
"1000705","Z","686087"
"1000706","E","308440"
"1000707","J","261566"
"1000708","J","595670"
"1000709","K","670030"
"1000710","J","139460"
"1000711","E","670433"
"1000712","E","526605"
"1000713","K","350742"
"1000714","E","245100"
"1000715","E","829860"
"1000716","K","488254"
"1000717","J","751337"
"1000718","K","167767"
"1000719","J","531853"
"1000720","J","399231"
"1000721","K","791971"
"1000722","J","297184"
"1000723","K","035493"
"1000724","J","425378"
"1000725","J","057403"
"1000726","Z","983759"
"1000727","K","673027"
"1000728","E","705205"
"1000729","K","995162"
"1000730","E","976753"
"1000731","K","346900"
"1000732","K","237033"
"1000733","E","121030"
"1000734","J","428102"
"1000735","K","452951"
"1000736","Z","770926"
"1000737","K","793002"
"1000738","K","948874"
"1000739","J","561575"
"1000740","J","785243"
"1000741","E","172445"
"1000742","Z","432268"
"1000743","K","902466"
"1000744","J","872977"
"1000745","K","876974"
"1000746","J","013722"
"1000747","E","217119"
"1000748","E","506213"
"1000749","K","885733"
"1000750","J","467556"
"1000751","K","767150"
"1000752","E","151164"
"1000753","J","683620"
"1000754","J","960650"
"1000755","E","985370"
"1000756","J","013201"
"1000757","E","481181"
"1000758","K","233983"
"1000759","J","323153"
"1000760","K","298065"
"1000761","K","246285"
"1000762","K","693200"
"1000763","K","954284"
"1000764","Z","743747"
"1000765","J","936800"
"1000766","K","406567"
"1000767","K","794344"
"1000768","K","994539"
"1000769","J","938164"
"1000770","J","514582"
"1000771","K","724003"
"1000772","E","968797"
"1000773","J","308434"
"1000774","K","653986"
"1000775","Z","433900"
"1000776","Z","318460"
"1000777","K","913865"
"1000778","J","957501"
"1000779","E","230467"
"1000780","K","009921"
"1000781","K","972901"
"1000782","J","670680"
"1000783","E","337492"
"1000784","K","939153"
"1000785","Z","474900"
"1000786","E","267828"
"1000787","K","301055"
"1000788","J","413404"
"1000789","K","764186"
"1000790","J","051663"
"1000791","K","287938"
"1000792","K","978673"
"1000793","K","494738"
"1000794","J","920628"
"1000795","K","816057"
"1000796","Z","192252"
"1000797","K","135146"
"1000798","K","870555"
"1000799","K","280711"
"1000800","E","301321"
"1000801","J","030180"
"1000802","E","829004"
"1000803","K","073575"
"1000804","Z","051483"
"1000805","K","914083"
"1000806","J","289327"
"1000807","J","093172"
"1000808","Z","152212"
"1000809","K","435928"
"1000810","K","772310"
"1000811","E","265078"
"1000812","E","101622"
"1000813","K","293983"
"1000814","K","671920"
"1000815","E","167578"
"1000816","E","774046"
"1000817","Z","547659"
"1000818","J","452382"
"1000819","J","525931"
"1000820","K","819345"
"1000821","K","170631"
"1000822","E","862168"
"1000823","E","925853"
"1000824","K","299730"
"1000825","Z","144298"
"1000826","K","560442"
"1000827","Z","494193"
"1000828","J","424265"
"1000829","K","037180"
"1000830","K","331370"
"1000831","E","622790"
"1000832","E","291610"
"1000833","Z","147732"
"1000834","E","204044"
"1000835","Z","754795"
"1000836","K","003313"
"1000837","J","983211"
"1000838","J","097708"
"1000839","E","282295"
"1000840","K","352247"
"1000841","K","914687"
"1000842","E","782682"
"1000843","K","701837"
"1000844","J","367917"
"1000845","K","784529"
"1000846","J","614836"
"1000847","Z","494667"
"1000848","E","144024"
"1000849","K","938777"
"1000850","E","005742"
"1000851","E","203627"
"1000852","J","764105"
"1000853","Z","259087"
"1000854","Z","863937"
"1000855","J","146040"
"1000856","Z","706788"
"1000857","Z","264363"
"1000858","J","252265"
"1000859","K","929061"
"1000860","J","449061"
"1000861","Z","646826"
"1000862","E","174776"
"1000863","Z","931577"
"1000864","Z","200971"
"1000865","Z","728493"
"1000866","E","109619"
"1000867","Z","621433"
"1000868","E","520216"
"1000869","E","566014"
"1000870","E","224148"
"1000871","K","848264"
"1000872","E","580112"
"1000873","K","966106"
"1000874","Z","081269"
"1000875","K","972538"
"1000876","E","466822"
"1000877","K","942095"
"1000878","E","561849"
"1000879","K","987961"
"1000880","K","326919"
"1000881","J","522428"
"1000882","K","966704"
"1000883","K","966799"
"1000884","J","024695"
"1000885","E","180889"
"1000886","Z","079006"
"1000887","Z","579637"
"1000888","J","868939"
"1000889","E","135373"
"1000890","K","043868"
"1000891","J","269738"
"1000892","K","567748"
"1000893","K","574805"
"1000894","Z","938223"
"1000895","E","240427"
"1000896","K","145256"
"1000897","K","379799"
"1000898","E","070941"
"1000899","K","216747"
"1000900","K","222504"
"1000901","K","061269"
"1000902","K","574395"
"1000903","K","680341"
"1000904","Z","754774"
"1000905","J","040584"
"1000906","K","753091"
"1000907","J","937484"
"1000908","E","263776"
"1000909","Z","316489"
"1000910","J","450907"
"1000911","E","240782"
"1000912","E","207021"
"1000913","K","608577"
"1000914","Z","156770"
"1000915","Z","296046"
"1000916","K","166191"
"1000917","E","752124"
"1000918","K","890116"
"1000919","J","775943"
"1000920","J","447293"
"1000921","K","947423"
"1000922","J","912388"
"1000923","E","707940"
"1000924","Z","256877"
"1000925","Z","694127"
"1000926","K","788002"
"1000927","E","926533"
"1000928","K","436194"
"1000929","K","541292"
"1000930","J","289571"
"1000931","Z","886803"
"1000932","E","288676"
"1000933","J","173970"
"1000934","K","970112"
"1000935","Z","967145"
"1000936","Z","028350"
"1000937","J","202442"
"1000938","K","074837"
"1000939","E","071367"
"1000940","Z","288513"
"1000941","J","829402"
"1000942","J","348258"
"1000943","K","753306"
"1000944","Z","532589"
"1000945","J","224141"
"1000946","E","450637"
"1000947","J","766364"
"1000948","E","818003"
"1000949","J","538694"
"1000950","Z","189133"
"1000951","Z","546052"
"1000952","J","928378"
"1000953","Z","762106"
"1000954","Z","528852"
"1000955","K","164109"
"1000956","E","457838"
"1000957","K","222960"
"1000958","Z","357976"
"1000959","E","152212"
"1000960","E","855004"
"1000961","K","254443"
"1000962","E","472598"
"1000963","E","083004"
"1000964","K","493970"
"1000965","E","417770"
"1000966","J","880000"
"1000967","J","844929"
"1000968","K","997274"
"1000969","J","941017"
"1000970","J","601793"
"1000971","K","903555"
"1000972","K","633130"
"1000973","E","259286"
"1000974","J","633856"
"1000975","E","587639"
"1000976","Z","941416"
"1000977","K","380599"
"1000978","K","190200"
"1000979","Z","966937"
"1000980","Z","590469"
"1000981","J","371798"
"1000982","J","299497"
"1000983","J","451391"
"1000984","Z","927347"
"1000985","E","131315"
"1000986","Z","065787"
"1000987","Z","901302"
"1000988","K","661772"
"1000989","Z","572315"
"1000990","J","373125"
"1000991","Z","528481"
"1000992","K","292156"
"1000993","Z","939110"
"1000994","K","241633"
"1000995","J","862953"
"1000996","K","617918"
"1000997","J","240328"
"1000998","J","369771"
"1000999","J","470645"
"1001000","Z","555275"
"1001001","E","428963"
"1001002","K","607208"
"1001003","K","867874"
"1001004","J","360718"
"1001005","K","012185"
"1001006","K","670395"
"1001007","K","120811"
"1001008","E","124509"
"1001009","J","444130"
"1001010","K","146499"
"1001011","Z","666773"
"1001012","Z","112180"
"1001013","E","123712"
"1001014","J","575471"
"1001015","E","372159"
"1001016","K","733108"
"1001017","E","395487"
"1001018","E","335381"
"1001019","K","819689"
"1001020","E","167757"
"1001021","Z","417013"
"1001022","J","944576"
"1001023","Z","160659"
"1001024","Z","995993"
"1001025","Z","810233"
"1001026","Z","826370"
"1001027","Z","675538"
"1001028","J","679798"
"1001029","Z","924119"
"1001030","K","927102"
"1001031","J","540961"
"1001032","J","702177"
"1001033","K","193243"
"1001034","Z","312562"
"1001035","Z","588578"
"1001036","K","201596"
"1001037","J","982331"
"1001038","E","803246"
"1001039","Z","548555"
"1001040","E","430715"
"1001041","K","350927"
"1001042","Z","031703"
"1001043","E","802444"
"1001044","E","141766"
"1001045","Z","594213"
"1001046","Z","616023"
"1001047","Z","631021"
"1001048","K","302080"
"1001049","E","671335"
"1001050","Z","473787"
"1001051","Z","422973"
"1001052","K","555417"
"1001053","Z","741169"
"1001054","E","795320"
"1001055","E","161789"
"1001056","J","808693"
"1001057","K","078831"
"1001058","Z","068403"
"1001059","J","402022"
"1001060","E","892395"
"1001061","E","414398"
"1001062","J","891319"
"1001063","K","744761"
"1001064","Z","394046"
"1001065","J","145070"
"1001066","K","612276"
"1001067","E","449478"
"1001068","J","119253"
"1001069","E","288931"
"1001070","K","848045"
"1001071","Z","105493"
"1001072","Z","588410"
"1001073","Z","845082"
"1001074","E","464790"
"1001075","Z","895576"
"1001076","E","361825"
"1001077","Z","645229"
"1001078","K","952411"
"1001079","E","189445"
"1001080","Z","231366"
"1001081","K","415226"
"1001082","K","908506"
"1001083","Z","236602"
"1001084","J","020297"
"1001085","E","116833"
"1001086","J","841946"
"1001087","J","228695"
"1001088","Z","638918"
"1001089","Z","325948"
"1001090","J","245979"
"1001091","Z","796142"
"1001092","E","430292"
"1001093","E","235915"
"1001094","Z","619015"
"1001095","J","989490"
"1001096","Z","893838"
"1001097","E","161702"
"1001098","Z","914104"
"1001099","K","153262"
"1001100","K","988231"
"1001101","J","875658"
"1001102","K","027550"
"1001103","Z","259843"
"1001104","K","754915"
"1001105","J","742997"
"1001106","Z","182874"
"1001107","K","889517"
"1001108","K","693576"
"1001109","K","973769"
"1001110","K","493787"
"1001111","E","833161"
"1001112","J","416722"
"1001113","E","733829"
"1001114","E","569985"
"1001115","K","052111"
"1001116","K","861077"
"1001117","J","117885"
"1001118","Z","928291"
"1001119","E","657097"
"1001120","Z","302162"
"1001121","Z","690752"
"1001122","J","975370"
"1001123","E","025227"
"1001124","E","100240"
"1001125","J","259885"
"1001126","E","923509"
"1001127","Z","273121"
"1001128","Z","267442"
"1001129","J","341989"
"1001130","E","209292"
"1001131","K","699698"
"1001132","E","438603"
"1001133","E","938291"
"1001134","J","122952"
"1001135","J","059620"
"1001136","J","946268"
"1001137","E","951101"
"1001138","K","622311"
"1001139","K","970849"
"1001140","Z","202880"
"1001141","Z","101072"
"1001142","J","351476"
"1001143","K","630537"
"1001144","K","516782"
"1001145","E","350306"
"1001146","J","228938"
"1001147","J","796855"
"1001148","E","364800"
"1001149","K","767904"
"1001150","E","307435"
"1001151","Z","214250"
"1001152","J","653045"
"1001153","Z","732397"
"1001154","E","918380"
"1001155","J","363786"
"1001156","K","989033"
"1001157","Z","303208"
"1001158","K","873728"
"1001159","E","534063"
"1001160","E","061798"
"1001161","K","069631"
"1001162","Z","232090"
"1001163","K","519171"
"1001164","E","301505"
"1001165","J","452035"
"1001166","K","752153"
"1001167","E","655656"
"1001168","E","887440"
"1001169","J","053212"
"1001170","E","638609"
"1001171","E","084601"
"1001172","Z","863208"
"1001173","K","284776"
"1001174","E","608178"
"1001175","Z","961850"
"1001176","J","306868"
"1001177","J","183082"
"1001178","Z","839541"
"1001179","K","027800"
"1001180","Z","129836"
"1001181","E","148423"
"1001182","E","413532"
"1001183","Z","261236"
"1001184","Z","705833"
"1001185","E","711540"
"1001186","E","638484"
"1001187","J","720171"
"1001188","J","730794"
"1001189","K","505865"
"1001190","Z","747477"
"1001191","K","667096"
"1001192","J","804385"
"1001193","K","248847"
"1001194","E","096752"
"1001195","Z","578045"
"1001196","Z","054638"
"1001197","K","461824"
"1001198","Z","280768"
"1001199","J","233637"
"1001200","Z","741819"
"1001201","J","394372"
"1001202","K","093635"
"1001203","J","930025"
"1001204","E","748569"
"1001205","K","546689"
"1001206","J","887535"
"1001207","J","057191"
"1001208","Z","923894"
"1001209","E","151307"
"1001210","Z","597893"
"1001211","Z","516685"
"1001212","Z","974541"
"1001213","K","250810"
"1001214","J","065906"
"1001215","J","583253"
"1001216","Z","125270"
"1001217","J","594394"
"1001218","J","565251"
"1001219","E","534746"
"1001220","K","097237"
"1001221","K","060441"
"1001222","K","486097"
"1001223","E","783309"
"1001224","K","205129"
"1001225","K","677481"
"1001226","E","021907"
"1001227","K","978766"
"1001228","K","802426"
"1001229","K","912379"
"1001230","Z","932550"
"1001231","Z","240126"
"1001232","Z","688865"
"1001233","K","906446"
"1001234","J","942146"
"1001235","K","342646"
"1001236","E","282440"
"1001237","Z","329575"
"1001238","J","793893"
"1001239","Z","011494"
"1001240","K","893216"
"1001241","Z","834277"
"1001242","Z","092238"
"1001243","J","724991"
"1001244","J","166371"
"1001245","J","068764"
